"Start","Stop","Strand"
1371971,1372981,"-"
1373005,1374405,"-"
1374405,1375775,"-"
1375880,1377397,"-"
1377562,1378485,"-"
1378504,1378623,"-"
1378724,1379365,"+"
1379501,1379845,"+"
1379845,1380987,"+"
1381028,1381825,"-"
1381822,1382850,"-"
1382912,1384030,"-"
1384122,1384241,"-"
1384302,1384691,"+"
1384860,1385315,"+"
1385380,1385505,"-"
1385468,1385605,"+"
1385821,1386999,"+"
1387019,1387795,"+"
1387924,1388877,"+"
1389546,1390337,"-"
1390363,1391139,"-"
1391227,1392960,"-"
1393005,1394192,"-"
1394617,1395300,"+"
1395418,1396590,"+"
1396607,1397722,"+"
1397729,1398322,"-"
1398300,1399799,"-"
1400172,1400537,"-"
1400551,1401852,"-"
1402002,1403495,"+"
1403891,1404973,"+"
1405033,1407231,"+"
1407339,1408715,"+"
1408904,1410109,"+"
1410126,1411148,"+"
1411150,1412301,"+"
1412321,1412737,"-"
1413053,1413220,"+"
1413401,1414096,"+"
1414103,1414786,"-"
1414783,1416402,"-"
1416392,1418929,"-"
1418938,1419615,"-"
1419680,1420258,"-"
1420329,1420946,"-"
1421280,1421420,"-"
1421628,1422026,"-"
1422288,1423268,"+"
1423272,1424516,"-"
1424587,1426014,"-"
1426123,1426989,"+"
1427655,1428689,"+"
1428786,1429211,"+"
1429403,1431514,"+"
1431567,1432553,"-"
1432618,1433679,"-"
1433697,1434551,"-"
1434554,1435297,"-"
1435312,1435782,"-"
1435775,1436209,"-"
1436457,1437110,"-"
1437230,1437598,"-"
1437595,1438179,"-"
1438359,1439474,"+"
1439505,1439846,"+"
1439864,1440112,"-"
1440488,1440622,"-"
1440615,1443338,"+"
1443391,1444470,"+"
1444484,1447576,"+"
1447872,1448393,"+"
1448450,1449235,"+"
1449374,1450093,"-"
1450141,1451256,"-"
1451378,1452286,"-"
1452411,1453745,"+"
1453742,1455205,"-"
1455447,1456298,"+"
1456346,1456987,"+"
1457002,1457667,"+"
1457660,1458421,"+"
1458475,1459239,"-"
1459420,1460757,"+"
1461210,1461347,"-"
1461493,1462197,"-"
1462184,1463020,"-"
1463013,1463846,"-"
1463846,1464868,"-"
1464988,1466556,"-"
1466762,1467457,"+"
1467578,1469242,"-"
1469256,1470728,"-"
1470742,1471329,"-"
1471458,1473491,"+"
1473537,1473983,"-"
1474208,1474627,"+"
1474660,1475463,"+"
1475460,1476353,"-"
1476352,1476465,"+"
1476607,1477212,"+"
1477265,1478050,"-"
1478251,1479048,"-"
1479109,1479393,"-"
1479395,1480177,"-"
1480195,1481739,"-"
1481741,1482361,"-"
1482405,1483340,"-"
1483500,1485020,"-"
1485369,1486319,"-"
1486694,1487524,"+"
1487517,1488452,"+"
1488504,1489127,"-"
1489194,1491422,"-"
1491682,1492890,"+"
1492918,1493121,"+"
1493132,1497013,"+"
1497078,1497872,"-"
1497869,1498861,"-"
1498858,1499865,"-"
1499978,1501219,"+"
1501480,1502439,"-"
1502628,1503803,"+"
1503813,1505420,"+"
1505434,1506285,"+"
1506285,1507040,"+"
1507041,1507454,"+"
1507811,1509916,"+"
1510021,1510218,"+"
1510215,1510619,"-"
1510594,1510896,"-"
1511080,1511823,"-"
1511881,1512969,"-"
1513133,1514635,"+"
1514632,1515630,"+"
1515651,1516715,"+"
1516821,1518062,"+"
1518235,1518756,"+"
1518813,1519598,"+"
1519725,1520924,"-"
1521026,1522054,"+"
1522115,1523383,"-"
1523409,1524767,"-"
1524878,1525687,"-"
1525809,1526759,"-"
1526906,1528144,"-"
1528141,1529376,"-"
1529373,1530635,"-"
1531086,1531694,"+"
1531707,1533203,"+"
1533200,1534228,"+"
1534271,1535212,"-"
1535224,1536228,"-"
1536225,1537073,"-"
1537210,1538712,"-"
1538757,1539737,"-"
1540146,1542455,"+"
1542563,1543105,"-"
1543102,1543791,"-"
1543933,1545078,"+"
1545079,1545705,"-"
1545690,1546913,"-"
1547024,1547956,"-"
1548137,1548886,"-"
1549298,1549861,"+"
1550049,1551614,"+"
1551691,1552119,"-"
1552306,1552716,"-"
1552895,1553692,"-"
1553785,1555158,"-"
1555440,1556015,"+"
1556210,1556419,"+"
1556486,1556869,"-"
1556959,1557747,"+"
1557990,1558196,"+"
1558387,1559352,"-"
1559533,1560429,"-"
1560623,1561267,"-"
1561372,1561635,"-"
1561748,1563019,"-"
1563086,1564234,"-"
1564246,1565358,"-"
1565358,1567259,"-"
1567287,1567754,"-"
1567758,1568075,"-"
1568298,1568927,"-"
1569000,1569650,"-"
1569643,1570665,"-"
1570674,1571246,"-"
1571279,1573861,"-"
1574085,1574570,"+"
1574616,1576409,"-"
1576475,1578145,"-"
1578160,1578276,"+"
1578519,1579244,"-"
1579244,1579918,"-"
1579918,1580658,"-"
1580823,1581734,"-"
1582089,1583627,"-"
1583753,1584700,"-"
1584779,1585252,"-"
1585249,1586295,"-"
1586449,1587873,"-"
1588053,1589228,"+"
1590336,1592000,"-"
1592279,1593031,"-"
1593148,1594368,"-"
1594377,1595525,"-"
1595639,1596439,"-"
1596754,1598709,"+"
1598888,1600555,"+"
1600609,1600917,"-"
1600991,1602394,"+"
1602442,1602774,"+"
1603391,1603843,"-"
1604135,1604665,"-"
1604817,1605110,"-"
1605244,1605960,"-"
1605987,1606103,"+"
1606201,1606749,"+"
1606782,1608422,"+"
1608477,1608914,"+"
1608896,1609573,"-"
1609570,1612257,"-"
1612258,1612833,"-"
1612844,1614892,"-"
1614913,1616592,"-"
1616988,1617197,"+"
1617381,1618823,"+"
1618795,1620273,"-"
1620541,1621284,"+"
1621299,1621955,"+"
1621949,1622881,"+"
1622871,1623614,"+"
1623696,1624421,"+"
1624418,1625413,"+"
1625423,1626067,"+"
1626083,1626874,"+"
1626862,1626975,"+"
1626965,1628248,"-"
1629018,1629293,"+"
1629287,1629634,"+"
1629604,1629768,"-"
1629748,1631400,"+"
1631416,1632132,"+"
1632514,1635321,"+"
1635336,1636562,"+"
1636666,1637832,"+"
1637832,1638701,"+"
1638713,1638856,"+"
1639526,1641094,"+"
1641110,1642249,"+"
1642265,1642381,"+"
1642381,1642671,"+"
1642958,1643152,"-"
1643222,1643914,"+"
1643918,1644346,"+"
1644446,1645768,"+"
1645898,1647190,"+"
1647225,1647749,"+"
1647759,1648553,"+"
1649900,1650049,"-"
1650116,1651162,"+"
1651279,1651917,"+"
1651914,1652858,"-"
1652976,1653341,"-"
1653656,1654708,"+"
1654782,1655534,"-"
1655826,1656869,"-"
1656863,1658014,"-"
1658014,1659060,"-"
1659070,1660086,"-"
1660192,1660317,"+"
1660296,1660922,"-"
1660919,1661767,"-"
1661836,1662624,"-"
1662777,1662926,"+"
1663069,1663842,"+"
1663842,1664531,"+"
1664534,1665592,"+"
1665593,1666411,"-"
1666640,1667635,"+"
1667745,1668011,"-"
1668063,1668251,"-"
1668495,1668740,"-"
1669071,1670282,"+"
1670438,1671172,"+"
1671214,1671768,"-"
1671850,1672062,"-"
1672447,1672593,"+"
1672798,1673304,"+"
1673321,1674244,"-"
1674259,1674666,"+"
1674940,1676223,"-"
1676378,1677697,"+"
1677694,1678650,"+"
1678712,1679437,"+"
1679580,1680332,"+"
1680329,1681267,"+"
1681264,1682790,"+"
1682889,1684271,"+"
1685050,1685526,"-"
1685597,1686886,"-"
1687124,1688140,"+"
1688137,1689294,"+"
1689278,1690033,"+"
1690026,1690748,"+"
1691499,1691711,"-"
1692123,1694144,"+"
1694393,1695421,"-"
1695495,1696166,"-"
1696166,1697806,"-"
1697911,1698816,"-"
1699151,1700140,"+"
1700164,1700676,"+"
1700680,1701168,"+"
1701161,1701409,"+"
1701411,1701863,"+"
1701909,1702613,"+"
1703031,1703996,"-"
1703993,1705237,"-"
1705234,1705995,"-"
1706181,1706564,"+"
1706625,1707731,"-"
1707861,1708994,"-"
1708984,1710723,"-"
1710716,1711711,"-"
1711711,1712070,"-"
1712067,1712369,"-"
1712443,1713366,"-"
1713358,1713495,"+"
1713783,1715114,"+"
1715165,1715914,"+"
1715928,1716773,"+"
1716773,1717003,"+"
1716979,1717764,"+"
1717979,1719334,"+"
1719522,1721690,"+"
1721720,1722688,"+"
1722798,1723058,"-"
1723344,1723610,"-"
1723631,1723891,"-"
1724031,1724645,"-"
1724742,1725431,"+"
1725446,1725655,"+"
1725658,1727853,"-"
1727965,1728687,"-"
1728684,1729343,"-"
1729469,1730215,"-"
1730624,1731127,"-"
1731365,1732252,"-"
1732271,1732396,"+"
1732604,1733116,"+"
1733207,1734787,"-"
1735055,1735180,"-"
1735366,1735839,"+"
1735836,1736948,"+"
1737118,1738494,"+"
1738563,1739279,"+"
1739425,1740240,"-"
1740539,1741453,"-"
1741526,1743094,"+"
1743627,1745990,"-"
1746006,1747307,"-"
1747550,1748680,"+"
1748677,1749942,"-"
1750082,1750897,"-"
1751074,1753506,"-"
1753511,1754410,"-"
1754565,1755320,"-"
1755320,1756555,"-"
1756791,1757732,"+"
1757750,1759609,"+"
1759642,1761183,"+"
1761230,1762150,"+"
1762152,1763063,"+"
1763585,1764910,"-"
1765143,1766384,"-"
1766763,1767146,"+"
1767262,1768371,"+"
1768374,1769000,"-"
1770534,1770662,"+"
1771315,1772517,"+"
1772556,1773314,"-"
1773416,1774009,"-"
1774337,1775569,"+"
1775607,1776419,"-"
1776419,1777621,"-"
1777704,1778267,"+"
1778390,1779370,"-"
1779858,1781345,"+"
1781446,1781634,"+"
1781645,1781878,"+"
1782440,1782670,"+"
1782946,1784688,"+"
1784750,1785775,"-"
1785775,1787541,"-"
1787684,1788517,"+"
1788534,1789592,"+"
1789596,1790246,"+"
1790342,1790806,"+"
1790806,1791009,"+"
1791013,1791228,"+"
1791209,1791718,"+"
1791723,1792106,"+"
1792103,1792531,"+"
1792518,1792664,"+"
1792627,1793058,"+"
1793093,1793497,"+"
1793494,1794003,"-"
1794002,1794166,"+"
1794281,1794853,"+"
1794850,1795212,"+"
1795199,1796107,"+"
1796100,1796699,"+"
1796701,1799652,"+"
1799656,1800387,"+"
1800426,1800587,"+"
1800617,1801693,"+"
1801832,1803004,"+"
1803014,1803529,"+"
1803582,1803881,"+"
1803896,1804015,"+"
1804008,1804130,"+"
1804243,1806636,"+"
1806633,1807118,"+"
1807115,1808215,"+"
1808370,1808525,"+"
1808631,1808753,"+"
1808745,1810151,"-"
1810205,1810429,"-"
1810696,1811079,"+"
1811086,1811349,"-"
1811552,1811839,"+"
1811823,1811981,"+"
1812217,1812546,"+"
1812661,1813563,"+"
1813652,1814131,"+"
1814480,1815592,"+"
1815723,1816889,"+"
1816900,1817853,"+"
1817850,1818695,"+"
1818753,1819241,"+"
1819283,1820410,"+"
1820489,1821205,"+"
1821202,1822674,"+"
1822717,1823448,"-"
1823632,1824300,"-"
1824300,1825016,"-"
1825023,1825754,"-"
1825775,1826569,"-"
1826730,1827245,"-"
1828123,1829262,"+"
1829294,1830124,"+"
1830121,1831134,"-"
1831222,1832664,"-"
1832675,1833676,"-"
1833715,1835433,"-"
1835585,1836019,"+"
1836231,1837199,"-"
1837210,1838895,"-"
1839006,1839905,"-"
1840021,1840716,"-"
1841136,1841450,"+"
1841464,1842795,"+"
1842942,1844057,"+"
1844054,1845994,"+"
1846071,1846292,"-"
1846618,1846935,"+"
1846966,1849245,"+"
1849366,1849584,"-"
1849938,1850657,"-"
1850684,1852405,"-"
1852406,1854172,"-"
1854287,1855255,"-"
1855373,1855504,"+"
1855788,1856282,"+"
1856418,1860692,"+"
1860815,1861426,"+"
1861435,1862778,"+"
1862869,1864161,"+"
1864362,1866800,"+"
1866811,1867428,"+"
1867430,1868293,"+"
1868305,1868451,"+"
1868568,1869716,"+"
1869879,1870619,"-"
1870811,1873093,"-"
1873145,1874002,"-"
1874387,1876147,"-"
1876263,1876955,"+"
1877144,1878232,"+"
1878306,1879589,"+"
1879719,1880447,"+"
1880581,1882254,"+"
1882406,1882693,"+"
1882899,1885163,"+"
1885200,1886948,"+"
1886945,1887925,"+"
1887980,1889209,"+"
1889273,1889455,"+"
1889461,1890198,"+"
1890336,1891229,"+"
1891206,1891985,"-"
1892107,1892904,"+"
1892901,1893161,"+"
1893140,1894222,"+"
1894203,1894907,"+"
1894907,1899355,"+"
1899556,1901346,"+"
1901565,1902200,"+"
1902214,1902861,"+"
1902930,1904120,"-"
1904308,1904991,"-"
1904952,1905386,"-"
1905978,1906853,"-"
1906886,1907302,"-"
1907458,1908018,"-"
1908387,1909538,"+"
1909661,1910950,"+"
1910975,1912213,"+"
1912232,1913398,"+"
1913441,1914643,"-"
1914642,1914755,"+"
1914970,1917585,"+"
1917790,1918563,"-"
1918560,1919351,"-"
1919362,1920495,"-"
1920467,1921465,"-"
1921458,1922033,"-"
1922283,1923293,"+"
1923463,1924005,"+"
1924002,1925111,"-"
1925211,1927316,"+"
1927329,1929236,"+"
1929308,1930519,"+"
1930509,1932146,"+"
1932146,1932709,"+"
1933199,1933717,"-"
1933787,1935544,"-"
1935730,1936182,"+"
1936314,1937408,"-"
1937737,1938246,"-"
1938595,1939191,"+"
1939205,1941340,"-"
1941358,1941528,"-"
1941930,1943984,"+"
1943996,1944469,"-"
1944609,1945022,"+"
1945052,1945369,"-"
1945429,1946604,"-"
1946821,1947375,"+"
1947393,1948181,"+"
1948230,1948511,"+"
1948508,1948837,"-"
1948926,1949585,"-"
1949908,1951509,"+"
1951866,1952486,"-"
1952465,1952752,"-"
1952817,1953005,"+"
1953175,1954140,"-"
1954198,1955646,"-"
1955665,1956789,"-"
1956826,1958433,"-"
1958938,1959561,"-"
1959555,1960022,"-"
1960105,1961067,"+"
1961064,1962344,"-"
1962347,1963834,"-"
1964155,1964295,"-"
1964319,1964711,"-"
1964737,1965489,"-"
1965715,1967136,"+"
1967490,1968881,"+"
1969000,1969122,"-"
1969379,1969600,"+"
1969621,1970409,"-"
1970525,1970974,"-"
1971109,1972374,"+"
1972443,1972670,"-"
1972691,1973287,"-"
1973505,1973636,"-"
1974107,1974997,"+"
1975404,1976726,"-"
1976748,1977242,"-"
1977253,1977843,"-"
1977840,1978388,"-"
1978364,1978630,"-"
1978627,1979019,"-"
1979012,1979722,"-"
1979722,1980813,"-"
1981098,1981736,"+"
1981733,1982128,"-"
1982314,1983354,"-"
1983314,1986274,"-"
1986696,1988204,"+"
1988218,1988460,"-"
1988459,1988773,"+"
1988805,1990022,"-"
1990260,1991090,"+"
1991142,1992269,"+"
1992274,1993557,"+"
1994062,1994652,"+"
1994670,1994849,"+"
1995087,1995731,"+"
1996121,1996798,"-"
1996817,1997677,"-"
1997792,1998697,"+"
1999692,2000630,"+"
2000719,2001456,"+"
2001479,2002030,"+"
2002197,2002619,"+"
2002767,2003294,"+"
2003361,2003954,"+"
2003989,2005149,"-"
2005401,2006954,"+"
2006947,2009475,"+"
2009542,2009769,"+"
2009770,2010156,"-"
2010248,2011474,"-"
2011646,2012566,"-"
2012558,2012674,"+"
2012772,2013836,"+"
2013822,2013935,"-"
2014007,2015125,"-"
2015251,2015505,"-"
2015808,2016059,"-"
2016132,2016617,"-"
2016649,2017179,"-"
2017305,2017865,"-"
2017979,2019187,"-"
2019378,2020001,"+"
2020011,2020664,"+"
2020680,2021591,"+"
2021703,2023238,"+"
2023291,2024505,"-"
2024522,2025550,"+"
2025589,2025840,"-"
2025837,2028821,"-"
2029479,2030474,"+"
2030512,2031096,"-"
2031238,2031759,"+"
2031776,2031949,"+"
2032411,2033250,"+"
2033304,2034257,"+"
2034273,2035202,"+"
2035215,2035949,"+"
2036160,2036396,"+"
2036522,2037727,"+"
2037853,2038662,"+"
2038664,2039686,"+"
2039676,2040317,"+"
2040314,2041318,"+"
2041329,2042123,"+"
2042420,2043853,"+"
2044115,2044471,"+"
2044491,2044850,"+"
2044871,2045509,"+"
2045490,2046317,"+"
2046341,2047351,"+"
2047387,2047929,"+"
2048175,2049479,"+"
2049674,2050213,"+"
2050271,2052460,"-"
2052650,2053912,"+"
2053893,2054015,"+"
2054190,2054312,"+"
2054365,2054949,"-"
2054997,2055152,"-"
2055250,2055507,"+"
2055636,2056577,"-"
2056759,2060205,"-"
2060245,2060376,"+"
2060510,2061709,"+"
2061702,2062403,"+"
2062433,2063647,"+"
2063696,2064607,"+"
2064721,2065452,"+"
2065543,2065887,"+"
2066139,2066492,"+"
2066473,2067768,"+"
2067765,2069489,"+"
2069535,2070581,"-"
2070578,2071363,"-"
2071360,2072217,"-"
2072201,2073337,"-"
2073596,2074828,"+"
2074968,2076089,"-"
2076175,2077641,"-"
2077641,2078312,"-"
2078596,2079402,"+"
2079486,2079848,"+"
2079903,2081273,"-"
2081277,2081918,"-"
2081973,2083079,"-"
2083136,2083594,"-"
2083611,2084261,"-"
2084502,2085752,"+"
2086025,2086738,"-"
2086735,2087127,"-"
2087120,2087443,"-"
2087562,2087738,"-"
2087880,2088002,"-"
2088220,2089413,"-"
2089663,2089815,"-"
2090048,2090248,"+"
2090311,2090805,"+"
2090832,2091338,"+"
2091355,2092242,"+"
2092298,2093617,"+"
2093700,2094710,"+"
2094826,2095023,"-"
2095590,2096222,"+"
2096262,2096441,"+"
2096839,2097525,"+"
2097638,2097802,"-"
2097836,2099344,"-"
2099465,2100355,"+"
2100362,2102146,"-"
2102220,2103428,"-"
2103731,2104774,"+"
2104855,2104974,"+"
2105282,2105437,"-"
2105436,2106350,"+"
2106440,2107078,"+"
2107209,2107472,"+"
2107532,2107657,"-"
2107849,2107986,"-"
2108008,2109021,"-"
2109322,2109561,"+"
2109551,2109889,"-"
2109893,2110402,"-"
2110548,2111240,"+"
2111272,2112447,"-"
2112555,2113349,"+"
2113333,2113779,"-"
2113896,2114396,"-"
2114492,2114647,"-"
2114642,2115778,"+"
2115949,2116191,"-"
2116806,2118293,"+"
2118372,2118791,"+"
2118794,2120059,"+"
2120066,2120971,"-"
2121138,2121887,"+"
2121884,2123101,"-"
2123277,2124158,"+"
2124229,2124348,"-"
2124416,2124727,"+"
2124849,2125331,"-"
2125490,2126053,"+"
2126099,2127382,"-"
2127468,2129402,"-"
2129819,2130565,"+"
2130695,2131510,"+"
2131567,2132451,"-"
2132526,2133521,"-"
2133860,2134273,"+"
2134317,2134595,"+"
2134690,2135034,"-"
2135195,2136448,"-"
2136774,2137109,"+"
2137085,2137849,"+"
2137949,2139256,"+"
2139274,2140317,"+"
2140342,2141178,"+"
2141183,2142130,"+"
2142140,2143123,"+"
2143261,2144019,"+"
2144161,2145519,"+"
2145557,2146198,"-"
2146208,2147227,"-"
2147366,2149219,"-"
2149385,2149936,"+"
2150073,2150594,"+"
2150651,2151436,"+"
2152120,2152866,"-"
2153092,2154135,"+"
2154140,2155264,"+"
2155230,2156087,"+"
2156267,2157247,"+"
2157291,2158634,"-"
2158590,2158715,"+"
2158817,2159227,"-"
2159314,2159937,"+"
2159989,2161296,"-"
2161390,2162022,"-"
2162022,2163548,"-"
2163521,2164699,"-"
2164702,2165262,"-"
2165259,2165969,"-"
2165956,2166318,"-"
2166357,2166611,"-"
2166825,2167730,"-"
2168070,2169290,"+"
2169287,2170321,"+"
2170318,2171796,"+"
2171793,2173118,"+"
2173128,2174093,"+"
2174085,2174234,"-"
2174437,2174922,"+"
2175010,2175873,"-"
2175974,2176801,"-"
2177084,2177422,"+"
2177701,2178021,"+"
2178041,2178157,"+"
2178145,2178270,"+"
2178275,2179528,"+"
2179582,2179929,"+"
2179957,2180781,"+"
2180892,2182238,"+"
2182251,2183009,"+"
2183067,2185325,"-"
2185609,2185770,"+"
2185830,2187221,"-"
2187357,2187947,"-"
2188039,2188800,"-"
2188950,2189618,"-"
2189807,2190343,"+"
2190373,2190738,"-"
2190871,2193117,"-"
2193326,2193865,"-"
2193920,2194663,"-"
2194689,2195006,"-"
2195336,2196010,"+"
2196095,2196772,"-"
2196821,2199139,"-"
2199416,2200123,"-"
2200242,2200442,"+"
2200551,2201498,"-"
2201573,2202031,"+"
2202074,2202982,"-"
2203111,2204421,"+"
2204436,2205524,"+"
2205527,2206786,"+"
2207005,2207814,"-"
2207814,2209007,"-"
2209017,2210375,"-"
2210379,2211974,"-"
2211974,2213536,"-"
2213825,2214688,"+"
2214705,2215325,"+"
2215347,2216255,"-"
2216367,2217263,"+"
2217545,2218447,"+"
2218507,2219097,"-"
2219094,2219855,"-"
2219865,2220065,"+"
2220074,2221156,"+"
2221204,2221455,"-"
2221547,2221762,"+"
2221862,2224459,"+"
2224805,2225779,"+"
2226025,2226192,"+"
2226189,2226305,"-"
2226581,2229253,"+"
2229300,2229902,"-"
2230066,2230920,"+"
2230968,2231276,"+"
2231283,2232140,"+"
2232140,2232451,"+"
2232694,2233380,"+"
2233380,2233706,"+"
2233838,2234086,"-"
2234141,2234260,"+"
2234332,2235081,"-"
2235153,2235410,"-"
2235491,2237425,"-"
2237507,2238664,"-"
2238663,2238776,"+"
2238855,2239643,"-"
2239842,2240384,"-"
2240632,2242011,"+"
2242056,2242865,"-"
2242867,2243859,"-"
2243859,2244749,"-"
2244736,2245551,"-"
2245556,2245702,"-"
2245787,2247343,"-"
2247677,2248585,"-"
2248693,2249523,"+"
2249502,2251811,"-"
2251983,2253152,"+"
2253178,2254569,"+"
2254560,2255549,"-"
2255702,2256370,"+"
2256426,2256650,"+"
2256650,2257009,"+"
2257038,2257256,"+"
2257359,2258756,"+"
2258753,2259814,"+"
2259904,2260758,"-"
2260917,2262230,"+"
2262403,2263944,"+"
2264285,2265100,"+"
2265171,2265677,"-"
2265780,2266745,"+"
2266742,2267449,"-"
2267522,2267638,"+"
2267635,2269251,"+"
2269419,2269805,"-"
2270036,2270869,"+"
2270994,2271878,"-"
2272051,2273187,"+"
2273260,2274462,"+"
2274541,2275410,"+"
2275435,2275572,"-"
2275596,2275886,"+"
2276446,2277360,"-"
2277469,2278230,"+"
2278447,2279979,"+"
2280178,2280666,"-"
2280923,2282104,"+"
2282287,2282433,"-"
2282506,2282739,"-"
2282982,2283095,"-"
2283191,2283415,"-"
2283405,2284115,"-"
2284121,2284639,"-"
2284744,2285571,"-"
2285568,2285762,"-"
2285759,2286184,"-"
2286181,2286303,"-"
2286618,2286779,"-"
2287153,2287341,"-"
2287334,2287648,"-"
2288374,2288541,"+"
2289429,2291042,"+"
2291029,2292006,"+"
2292003,2292479,"+"
2292476,2293258,"+"
2293325,2293480,"+"
2293518,2293646,"-"
2293664,2293867,"+"
2293878,2295416,"-"
2295465,2295812,"-"
2295809,2296213,"-"
2296377,2296907,"+"
2296904,2297293,"+"
2298214,2298702,"+"
2298653,2300053,"+"
2300291,2301742,"+"
2302566,2303600,"+"
2303604,2304098,"+"
2304110,2305051,"+"
2305091,2305372,"+"
2305341,2305760,"+"
2305757,2306263,"+"
2306263,2306649,"+"
2306744,2307184,"+"
2307188,2308333,"+"
2308344,2308784,"+"
2308788,2309213,"+"
2309249,2309401,"+"
2309391,2311394,"+"
2311580,2311993,"+"
2312069,2312296,"+"
2312299,2313321,"+"
2313321,2313662,"+"
2313715,2313900,"-"
2314153,2314503,"+"
2314557,2315210,"+"
2315212,2315565,"+"
2315565,2316761,"+"
2316863,2317531,"+"
2318006,2318170,"+"
2318291,2318422,"+"
2318397,2318594,"+"
2318650,2321673,"+"
2322412,2322621,"+"
2323071,2324558,"+"
2325143,2325391,"-"
2325956,2326078,"+"
2326237,2326728,"+"
2326771,2328315,"+"
2328325,2329668,"+"
2329665,2330354,"+"
2330351,2332057,"+"
2332062,2332553,"+"
2332818,2335472,"+"
2335474,2337843,"+"
2337844,2338623,"+"
2338687,2339217,"+"
2339286,2339816,"+"
2339884,2340414,"+"
2340482,2341012,"+"
2341000,2342034,"+"
2342120,2343418,"+"
2343463,2343720,"+"
2343717,2344856,"+"
2344840,2348265,"+"
2348265,2348672,"+"
2348724,2349857,"+"
2349937,2351691,"+"
2351655,2352740,"+"
2352718,2353260,"+"
2353231,2353359,"-"
2353389,2353883,"+"
2353950,2354663,"-"
2354737,2355330,"+"
2355335,2356090,"-"
2356249,2357127,"+"
2357178,2357384,"-"
2357410,2358339,"-"
2358479,2359384,"+"
2359404,2359715,"-"
2359687,2360328,"-"
2360416,2361285,"+"
2361278,2362189,"+"
2362246,2362794,"-"
2362883,2363917,"+"
2363962,2365137,"-"
2365358,2366164,"+"
2366173,2367186,"+"
2367179,2367847,"+"
2367876,2369075,"-"
2369114,2369728,"-"
2369980,2370459,"-"
2370794,2372173,"+"
2372424,2373170,"+"
2373282,2373476,"-"
2373713,2374831,"-"
2374794,2375537,"-"
2375817,2376800,"+"
2377325,2378698,"+"
2378744,2379679,"-"
2379913,2380347,"-"
2380429,2380641,"-"
2380785,2381939,"-"
2382297,2385824,"-"
2386286,2386450,"+"
2386496,2386942,"-"
2387059,2388048,"-"
2388308,2388697,"-"
2388904,2390301,"+"
2390343,2390738,"+"
2390704,2391546,"+"
2391543,2391728,"+"
2391736,2392059,"+"
2392060,2392962,"-"
2393198,2394697,"+"
2394821,2395711,"+"
2395755,2396738,"+"
2396741,2399008,"-"
2399485,2401530,"-"
2401724,2402746,"+"
2402758,2403045,"+"
2403053,2403808,"+"
2403820,2404317,"+"
2404325,2405395,"+"
2405392,2406159,"+"
2406162,2406950,"+"
2406951,2408375,"+"
2408365,2408787,"+"
2408787,2409992,"+"
2410019,2411335,"+"
2411435,2412361,"+"
2412371,2412967,"+"
2413132,2413386,"+"
2413423,2414028,"-"
2414288,2418133,"+"
2418194,2418868,"-"
2418869,2420248,"-"
2420245,2421330,"-"
2421359,2423008,"-"
2423008,2423439,"-"
2423547,2424494,"-"
2424595,2425593,"+"
2425749,2426144,"-"
2426132,2427022,"-"
2427235,2427381,"-"
2427550,2428755,"+"
2428774,2429796,"+"
2429787,2431253,"+"
2431275,2432615,"+"
2432626,2433621,"+"
2433631,2435061,"+"
2435266,2436588,"-"
2436970,2437770,"+"
2437832,2437969,"-"
2437968,2438387,"+"
2438377,2439408,"+"
2439457,2440455,"-"
2440738,2440896,"+"
2440931,2441323,"-"
2441574,2441807,"-"
2441804,2443012,"-"
2443116,2443469,"-"
2443706,2444185,"+"
2444255,2444458,"-"
2444770,2445798,"+"
2445812,2446984,"-"
2447036,2448628,"-"
2448801,2449829,"+"
2449869,2451428,"-"
2451515,2452693,"-"
2452895,2454541,"+"
2454881,2456281,"+"
2456271,2457203,"-"
2457279,2458580,"-"
2458837,2459199,"-"
2459442,2460161,"-"
2460290,2460625,"+"
2460622,2461344,"-"
2461381,2462154,"-"
2462942,2463892,"-"
2463889,2464071,"-"
2464100,2464216,"-"
2464291,2464434,"-"
2464414,2465943,"+"
2465954,2467342,"+"
2467492,2467680,"+"
2467790,2468740,"-"
2468879,2469631,"-"
2469826,2470341,"-"
2470634,2470792,"+"
2470825,2472351,"-"
2472471,2473916,"-"
2473916,2475226,"-"
2475393,2476301,"+"
2476403,2476966,"+"
2476963,2477769,"-"
2477939,2478625,"+"
2478636,2479292,"+"
2479303,2480505,"+"
2480515,2481867,"+"
2481857,2482621,"+"
2482614,2483003,"+"
2483611,2485227,"-"
2485390,2487042,"-"
2487097,2488533,"-"
2489033,2489164,"+"
2489250,2491031,"+"
2490998,2492026,"+"
2492094,2493044,"+"
2493025,2493744,"-"
2493741,2495282,"-"
2495513,2495869,"+"
2496033,2496953,"+"
2497262,2498872,"+"
2499029,2499955,"+"
2499945,2500847,"-"
2500847,2501464,"-"
2501468,2502427,"-"
2502564,2503364,"-"
2503364,2504197,"-"
2504190,2504489,"-"
2504507,2505349,"-"
2505349,2507004,"-"
2507229,2508227,"-"
2508706,2509068,"+"
2509055,2509384,"+"
2509428,2509544,"-"
2509558,2510370,"-"
2510583,2510726,"+"
2511006,2511125,"+"
2511309,2511728,"-"
2511893,2513194,"-"
2513154,2513381,"-"
2513721,2514971,"-"
2515102,2516004,"+"
2516125,2517348,"+"
2517575,2518171,"+"
2518124,2519419,"-"
